,ID,ACTIVITY,GOOD,SUFFICIENT
502736,5061115,1,1,0
502776,5061116,1,1,0
502801,5061117,1,0,1
502829,5061118,0,1,0
502857,5061119,0,1,0
502914,5061120,1,1,0
502957,5061121,1,1,0
503000,5061122,1,1,0
503043,5061123,1,1,0
503104,5061126,1,1,0
503153,5061128,1,0,1
503160,5061129,1,0,1
503164,5061130,1,0,0
503202,5061131,1,1,0
503259,5061132,1,0,1
503306,5061133,1,0,1
503340,5061135,1,0,1
503350,5061136,1,0,1
503404,5061137,1,0,1
503449,5061138,0,0,1
503480,5061139,1,1,0
503499,5061140,1,0,1
503527,5061141,1,1,0
503556,5061142,1,1,0
503602,5061143,1,0,1
503613,5061144,1,1,0
503659,5061145,1,1,0
503684,5061146,1,1,0
503717,5061147,1,1,0
503752,5061148,1,1,0
503809,5061151,0,1,0
503864,5061152,1,1,0
503919,5061153,1,1,0
503974,5061154,1,1,0
504031,5061156,1,1,0
504074,5061157,1,1,0
504123,5061160,1,1,0
504175,5061161,1,0,1
504183,5061162,1,0,1
504191,5061165,1,1,0
504248,5061167,1,1,0
504301,5061169,1,0,0
504311,5061170,1,1,0
504341,5061171,1,1,0
504370,5061172,1,1,0
504427,5061173,1,1,0
504480,5061174,1,1,0
504534,5061175,1,1,0
504593,5061178,1,1,0
504647,5061179,1,1,0
504706,5061181,1,1,0
504739,5061182,1,0,1
504757,5061183,1,0,1
504776,5061184,1,0,1
504794,5061185,1,1,0
504827,5061186,1,1,0
504877,5061187,0,0,1
504882,5061188,0,0,1
504887,5061189,1,0,1
504898,5061190,1,1,0
504944,5061191,0,1,0
505001,5061192,1,1,0
505047,5061193,1,1,0
505087,5061194,1,1,0
505142,5061195,1,1,0
505189,5061196,1,0,1
505196,5061197,1,1,0
505242,5061198,1,1,0
505282,5061199,1,0,1
505294,5061200,1,0,1
505329,5061201,1,1,0
505333,5061203,0,1,0
505383,5061205,0,0,1
505411,5061206,0,1,0
505461,5061207,1,0,1
505520,5061210,1,0,0
505528,5061211,1,0,0
505572,5061212,1,0,1
505591,5061213,1,0,0
505607,5061214,0,1,0
505615,5061215,1,0,1
505645,5061216,0,1,0
505654,5061217,0,0,1
505662,5061218,0,0,1
505666,5061219,1,0,1
505686,5061220,1,1,0
505709,5061221,1,1,0
505734,5061222,1,0,1
505751,5061223,1,0,1
505762,5061224,1,1,0
505770,5061225,1,0,1
505778,5061226,1,1,0
505837,5061229,1,1,0
505844,5061230,1,1,0
505869,5061231,1,1,0
505923,5061232,1,1,0
505977,5061233,1,1,0
506032,5061234,1,1,0
506057,5061235,1,1,0
506086,5061236,1,1,0
506089,5061237,1,1,0
506139,5061238,1,1,0
506167,5061239,1,1,0
506172,5061240,1,1,0
506179,5061241,1,1,0
506190,5061242,1,1,0
506207,5061243,1,1,0
506231,5061244,1,1,0
506272,5061245,1,1,0
506318,5061246,1,1,0
506368,5061247,1,1,0
506422,5061248,1,1,0
506478,5061249,1,1,0
506528,5061250,1,1,0
506582,5061251,1,1,0
506638,5061252,1,0,1
506667,5061253,1,0,1
506687,5061254,1,1,0
506707,5061255,1,1,0
506736,5061256,1,0,1
506744,5061257,1,0,1
506749,5061258,1,1,0
506762,5061259,1,0,1
506775,5061260,1,1,0
506815,5061261,1,0,1
506821,5061263,1,1,0
506823,5061264,1,1,0
506849,5061265,1,0,1
506860,5061266,1,1,0
506892,5061267,1,0,1
506897,5061268,1,0,1
506906,5061270,1,1,0
506943,5061271,1,1,0
506981,5061272,1,1,0
507022,5061273,1,0,1
507030,5061274,1,1,0
507067,5061275,1,1,0
507100,5061276,1,1,0
507123,5061277,1,1,0
507146,5061278,1,1,0
507166,5061279,1,0,1
507182,5061280,1,0,1
507188,5061281,1,1,0
507243,5061282,1,1,0
507271,5061283,1,0,0
507293,5061286,1,1,0
507325,5061287,1,1,0
507356,5061288,1,1,0
507393,5061290,1,0,1
507409,5061291,1,0,1
507427,5061292,1,0,1
507439,5061293,1,1,0
507462,5061294,1,1,0
507481,5061296,1,1,0
507534,5061297,1,0,1
507556,5061298,1,0,1
507593,5061300,1,1,0
507616,5061301,1,1,0
507644,5061302,1,0,1
507657,5061303,1,0,0
507667,5061304,1,1,0
507678,5061305,1,1,0
507724,5061306,1,1,0
507763,5061307,1,1,0
507803,5061308,1,0,1
507813,5061311,1,1,0
507866,5061312,1,1,0
507907,5061313,1,1,0
507939,5061314,1,1,0
507959,5061315,1,0,1
507979,5061316,1,1,0
508027,5061317,1,0,1
508032,5061320,1,1,0
508085,5061321,1,0,1
508112,5061322,1,1,0
508143,5061323,1,1,0
508203,5061324,1,1,0
508262,5061330,1,0,1
508307,5061332,1,0,1
508348,5061333,1,0,1
508366,5061334,1,1,0
508395,5061335,1,1,0
508432,5061336,1,1,0
508435,5061337,1,1,0
508442,5061338,1,1,0
508445,5061339,1,1,0
508446,5061340,1,1,0
508449,5061344,1,1,0
508479,5061346,1,1,0
508519,5061347,1,0,0
508541,5061349,1,1,0
508570,5061351,1,0,1
508613,5061352,1,0,1
508644,5061353,1,0,1
508677,5061354,1,0,1
508686,5061355,1,1,0
508699,5061356,1,1,0
508743,5061357,1,0,0
508774,5061358,1,1,0
508832,5061359,1,0,0
508859,5061360,1,0,1
508906,5061361,1,0,1
508919,5061362,1,1,0
508930,5061363,1,0,1
508944,5061364,1,1,0
508947,5061365,1,1,0
508964,5061368,1,1,0
509024,5061369,1,1,0
509057,5061370,1,0,0
509079,5061371,1,1,0
509137,5061372,1,1,0
509193,5061376,1,0,1
509238,5061377,1,1,0
509292,5061378,1,0,1
509309,5061379,1,1,0
509369,5061381,1,0,1
509380,5061382,1,0,1
509385,5061383,1,0,1
509392,5061384,1,0,1
509403,5061385,1,1,0
509438,5061386,1,1,0
509477,5061388,1,1,0
509518,5061389,1,0,1
509558,5061390,1,1,0
509610,5061391,1,1,0
509611,5061392,1,1,0
509659,5061393,1,1,0
509711,5061394,1,1,0
509740,5061396,1,1,0
509790,5061397,1,1,0
509840,5061398,1,0,1
509851,5061399,1,1,0
509883,5061400,1,1,0
509916,5061401,1,0,1
509926,5061402,1,1,0
509939,5061403,1,0,1
509947,5061404,1,0,1
509964,5061405,1,0,1
509970,5061409,1,1,0
510012,5061410,1,1,0
510056,5061411,1,1,0
510105,5061412,1,0,1
510138,5061413,1,0,1
510154,5061414,1,1,0
510162,5061415,1,0,1
510181,5061416,1,0,1
510190,5061417,1,0,1
510223,5061418,1,1,0
510249,5061419,1,1,0
510293,5061421,1,1,0
510348,5061422,1,0,1
510359,5061423,1,0,1
510407,5061424,1,1,0
510462,5061427,1,1,0
510499,5061428,1,0,1
510538,5061429,1,0,1
510544,5061430,1,1,0
510585,5061431,1,0,1
510592,5061432,1,1,0
510622,5061433,1,1,0
510638,5061434,1,1,0
510699,5061435,1,1,0
510721,5061436,1,1,0
510754,5061437,1,1,0
510811,5061438,1,1,0
510855,5061439,1,1,0
510902,5061440,1,1,0
510951,5061441,1,0,1
510964,5061442,1,1,0
510987,5061443,1,1,0
511015,5061449,1,1,0
511072,5061450,1,1,0
511107,5061452,1,0,1
511127,5061455,1,1,0
511139,5061456,1,1,0
511151,5061457,1,0,1
511211,5061458,1,0,1
511223,5061459,1,1,0
511248,5061460,1,1,0
511276,5061461,1,1,0
511305,5061462,1,1,0
511338,5061463,1,1,0
511391,5061467,1,0,0
511409,5061469,1,0,1
511415,5061470,1,0,1
511424,5061471,1,0,1
511434,5061472,1,1,0
511462,5061473,1,0,1
511471,5061474,1,0,1
511478,5061475,1,0,0
511515,5061476,1,0,0
511536,5061477,1,1,0
511562,5061478,1,1,0
511599,5061479,1,1,0
511656,5061481,1,1,0
511665,5061482,1,1,0
511676,5061483,1,1,0
511686,5061484,1,1,0
511714,5061485,1,1,0
511742,5061486,1,0,1
511777,5061488,1,1,0
511811,5061489,1,1,0
511854,5061493,1,1,0
511874,5061494,1,1,0
511894,5061495,1,0,1
511918,5061496,1,0,1
511929,5061497,1,1,0
511941,5061498,1,1,0
511958,5061499,1,1,0
512011,5061500,1,1,0
512045,5061501,1,1,0
512068,5061503,1,1,0
512082,5061504,1,1,0
512107,5061505,1,1,0
512151,5061506,1,1,0
512194,5061507,1,0,1
512203,5061508,1,0,1
512218,5061509,1,1,0
512234,5061510,1,0,1
512259,5061512,1,0,1
512265,5061513,1,0,1
512307,5061514,1,0,1
512322,5061517,1,1,0
512380,5061518,1,0,1
512386,5061519,1,0,1
512392,5061520,1,0,1
512403,5061521,1,1,0
512431,5061522,1,1,0
512461,5061523,1,0,1
512509,5061525,1,0,1
512529,5061526,1,1,0
512578,5061527,1,1,0
512635,5061528,1,1,0
512656,5061530,1,0,1
512662,5061531,1,0,1
512688,5061532,1,0,1
512713,5061533,1,0,1
512738,5061535,1,0,1
512746,5061536,1,0,1
512772,5061538,1,1,0
512804,5061547,1,0,1
512809,5061548,1,0,1
512839,5061549,1,0,1
512858,5061551,1,0,1
512874,5061552,1,0,1
512921,5061553,1,0,1
512934,5061554,1,0,1
512964,5061555,1,1,0
512999,5061556,1,1,0
513052,5061557,1,1,0
513098,5061558,1,1,0
513116,5061559,1,1,0
513139,5061560,1,0,1
513143,5061561,1,1,0
513186,5061562,1,0,1
513197,5061563,1,0,1
513213,5061564,1,1,0
513265,5061565,1,1,0
513289,5061566,1,1,0
513300,5061567,1,0,0
513310,5061568,1,1,0
513329,5061569,1,0,1
513367,5061570,1,0,1
513405,5061571,1,1,0
513447,5061572,1,1,0
513494,5061578,1,1,0
513550,5061579,1,0,1
513566,5061580,1,0,1
513593,5061581,1,0,1
513614,5061582,1,1,0
513667,5061586,1,1,0
513726,5061587,1,0,1
513762,5061588,1,0,1
513769,5061589,1,1,0
513811,5061590,1,1,0
513833,5061593,1,0,1
513846,5061594,1,0,1
513876,5061595,1,0,1
513906,5061596,1,1,0
513926,5061598,1,1,0
513974,5061599,1,1,0
514003,5061601,1,0,1
514010,5061602,1,0,1
514039,5061603,1,0,1
514074,5061604,1,0,1
514129,5061607,1,1,0
514181,5061608,1,0,1
514194,5061609,1,0,1
514235,5061610,1,0,1
514276,5061611,1,1,0
514298,5061612,1,1,0
514330,5061613,1,1,0
514379,5061614,1,1,0
514420,5061615,1,1,0
514472,5061618,1,1,0
514475,5061619,1,1,0
514507,5061620,1,0,0
514517,5061621,1,1,0
514548,5061622,1,1,0
514601,5061623,1,1,0
514605,5061624,1,1,0
514612,5061625,1,0,1
514635,5061626,1,0,1
514644,5061627,1,0,1
514664,5061628,1,1,0
514720,5061629,1,0,1
514728,5061630,1,0,1
514738,5061631,1,0,1
514758,5061632,1,1,0
514780,5061633,1,0,1
514810,5061636,1,1,0
514869,5061637,1,1,0
514895,5061638,1,1,0
514912,5061639,1,1,0
514941,5061640,1,1,0
514954,5061641,1,0,1
514973,5061642,1,0,1
514995,5061644,1,1,0
515008,5061645,1,1,0
515038,5061646,1,1,0
515062,5061647,1,1,0
515091,5061648,1,1,0
515132,5061649,1,1,0
515144,5061650,1,0,0
515159,5061651,1,0,1
515215,5061652,1,1,0
515248,5061653,1,0,1
515266,5061654,1,0,1
515284,5061655,1,0,1
515302,5061656,1,1,0
515330,5061657,1,0,1
515344,5061658,1,0,1
515360,5061659,1,0,1
515368,5061660,1,1,0
515371,5061661,1,1,0
515427,5061662,1,1,0
515477,5061663,1,1,0
515480,5061664,1,1,0
515494,5061665,1,1,0
515508,5061666,1,1,0
515550,5061667,1,1,0
515590,5061668,1,1,0
515620,5061669,1,1,0
515628,5061670,1,1,0
515635,5061671,1,1,0
515644,5061672,1,1,0
515647,5061673,1,1,0
515648,5061676,1,1,0
515669,5061677,1,1,0
515730,5061678,1,1,0
515787,5061679,1,0,1
515824,5061680,1,1,0
515871,5061681,1,0,1
515918,5061682,1,0,1
515955,5061683,1,0,1
515968,5061684,1,1,0
516025,5061685,1,1,0
516086,5061687,1,1,0
516136,5061688,1,1,0
516159,5061689,1,0,1
516172,5061690,1,0,1
516182,5061691,1,0,0
516195,5061692,1,0,1
516210,5061693,1,0,1
516231,5061694,1,1,0
516244,5061695,1,1,0
516285,5061696,1,1,0
516329,5061697,1,1,0
516372,5061698,1,1,0
516414,5061699,1,1,0
516469,5061700,1,1,0
516518,5061701,1,1,0
516567,5061702,1,1,0
516596,5061703,1,0,1
516608,5061704,1,0,1
516633,5061705,1,0,1
516658,5061706,1,1,0
516683,5061707,1,1,0
516741,5061712,1,1,0
516791,5061713,1,0,0
516810,5061714,1,0,0
516816,5061715,1,0,1
516821,5061716,1,1,0
516871,5061718,1,0,1
516898,5061719,1,1,0
516900,5061720,1,1,0
516903,5061721,1,1,0
516912,5061722,1,1,0
516923,5061723,1,1,0
516942,5061724,1,1,0
516967,5061725,1,1,0
516996,5061726,1,1,0
517038,5061727,0,1,0
517075,5061728,0,1,0
517114,5061729,0,1,0
517151,5061730,0,1,0
517155,5061731,0,1,0
517159,5061732,1,1,0
517186,5061733,1,1,0
517213,5061738,1,1,0
517220,5061739,1,0,1
517227,5061740,1,1,0
517260,5061741,1,1,0
517321,5061742,1,0,1
517328,5061743,1,1,0
517373,5061744,1,1,0
517418,5061745,1,1,0
517454,5061746,1,0,0
517463,5061747,1,0,1
517476,5061748,1,1,0
517495,5061749,1,1,0
517527,5061753,1,1,0
517567,5061755,1,1,0
517625,5061758,1,0,1
517633,5061759,1,0,1
517647,5061761,1,0,1
517671,5061762,1,1,0
517699,5061766,0,1,0
517752,5061767,1,1,0
517801,5061768,1,0,1
517835,5061769,1,0,1
517871,5061770,1,1,0
517925,5061773,1,1,0
517975,5061774,1,0,1
517982,5061778,1,1,0
518038,5061780,1,1,0
518076,5061781,1,1,0
518099,5061782,1,1,0
518112,5061783,1,1,0
518120,5061784,1,1,0
518146,5061785,1,0,0
518157,5061786,1,1,0
518175,5061787,1,0,0
518193,5061788,1,0,0
518212,5061789,1,0,1
518223,5061790,1,1,0
518256,5061791,1,1,0
518264,5061792,1,1,0
518266,5061793,1,1,0
518311,5061794,1,1,0
518353,5061795,1,1,0
518398,5061796,1,1,0
518401,5061797,1,1,0
518409,5061798,1,1,0
518454,5061799,1,1,0
518479,5061800,1,1,0
518481,5061801,1,0,1
518492,5061802,1,1,0
518494,5061803,1,0,1
518500,5061804,1,0,1
518510,5061807,1,1,0
518511,5061808,1,1,0
518527,5061809,1,1,0
518561,5061810,1,1,0
518622,5061811,0,1,0
518624,5061812,1,1,0
518628,5061813,0,1,0
518634,5061814,0,1,0
518641,5061815,0,1,0
518648,5061816,1,0,0
518657,5061817,1,1,0
518658,5061818,0,1,0
518695,5061819,0,1,0
518722,5061820,0,1,0
518753,5061821,1,0,1
518768,5061822,1,0,1
518774,5061823,1,0,1
518783,5061824,1,0,0
518805,5061825,0,1,0
518827,5061828,1,1,0
518837,5061829,1,0,1
518855,5061830,1,1,0
518875,5061831,1,0,1
518881,5061832,1,1,0
518883,5061835,1,1,0
518924,5061837,1,1,0
518953,5061838,1,1,0
518974,5061839,1,0,1
518982,5061840,1,1,0
518990,5061841,1,1,0
519014,5061842,1,1,0
519038,5061843,1,1,0
519087,5061844,1,1,0
519118,5061845,1,1,0
519175,5061846,1,0,1
519204,5061847,1,0,1
519233,5061848,1,1,0
519294,5061849,1,1,0
519326,5061850,1,0,1
519364,5061851,1,1,0
519387,5061854,1,1,0
519391,5061855,1,0,1
519399,5061856,1,0,1
519404,5061857,1,0,0
519414,5061858,1,1,0
519429,5061859,1,0,1
519452,5061860,1,1,0
519477,5061861,1,0,0
519485,5061862,1,1,0
519497,5061865,1,1,0
519532,5061866,1,1,0
519579,5061867,1,0,1
519593,5061868,1,0,1
519607,5061870,1,0,1
519616,5061871,1,0,1
519625,5061872,1,1,0
519647,5061873,1,1,0
519703,5061874,1,0,1
519724,5061875,1,0,1
519729,5061876,1,1,0
519782,5061877,1,1,0
519831,5061878,1,0,1
519851,5061879,0,1,0
519877,5061880,1,1,0
519892,5061881,0,1,0
519945,5061882,0,1,0
520001,5061883,1,1,0
520009,5061884,0,1,0
520065,5061885,1,0,1
520073,5061887,1,1,0
520100,5061888,1,1,0
520115,5061889,1,1,0
520144,5061890,1,1,0
520177,5061891,1,1,0
520216,5061892,1,1,0
520270,5061893,1,1,0
520322,5061896,1,0,1
520341,5061897,1,0,1
520374,5061898,1,0,0
520391,5061899,1,0,0
520408,5061900,1,0,1
520431,5061901,1,1,0
520455,5061906,1,0,1
520470,5061907,1,1,0
520511,5061908,1,1,0
520534,5061909,1,1,0
520559,5061910,1,0,1
520580,5061911,1,1,0
520620,5061912,1,1,0
520664,5061913,1,1,0
520707,5061914,1,0,1
520717,5061916,1,1,0
520747,5061917,1,0,1
520758,5061918,1,1,0
520759,5061919,1,1,0
520760,5061920,1,1,0
520762,5061921,1,0,1
520766,5061922,1,1,0
520770,5061923,1,1,0
520778,5061925,1,1,0
520806,5061926,1,1,0
520849,5061927,1,1,0
520895,5061928,1,0,1
520911,5061929,1,0,1
520927,5061930,1,0,1
520948,5061933,1,1,0
521003,5061934,1,1,0
521040,5061935,1,1,0
521097,5061939,1,1,0
521153,5061940,1,1,0
521198,5061941,1,1,0
521220,5061942,1,1,0
521238,5061943,1,0,1
521258,5061944,1,0,1
521290,5061945,1,1,0
521291,5061946,1,1,0
521342,5061948,1,1,0
521366,5061949,1,0,1
521396,5061950,1,1,0
521418,5061951,1,1,0
521459,5061952,1,0,1
521468,5061953,1,0,1
521484,5061954,1,1,0
521542,5061955,1,1,0
521553,5061956,1,1,0
521590,5061957,1,1,0
521617,5061958,1,0,1
521626,5061959,1,0,1
521658,5061960,1,1,0
521718,5061961,1,1,0
521744,5061962,1,1,0
521758,5061963,1,1,0
521775,5061965,1,1,0
521815,5061966,1,1,0
521866,5061967,1,0,1
521880,5061968,1,0,1
521895,5061970,1,1,0
521931,5061972,1,1,0
521969,5061973,1,1,0
521971,5061974,1,1,0
521973,5061975,1,1,0
521976,5061976,1,1,0
521979,5061977,1,1,0
521984,5061978,1,1,0
521991,5061979,1,0,1
522000,5061980,1,1,0
522001,5061981,1,0,1
522010,5061982,1,1,0
522016,5061983,1,1,0
522022,5061984,1,1,0
522026,5061985,1,1,0
522029,5061986,1,1,0
522031,5061987,1,1,0
522033,5061988,1,0,1
522046,5061989,1,0,1
522061,5061990,1,0,1
522076,5061991,1,0,1
522080,5061992,1,1,0
522088,5061993,1,1,0
522099,5061994,1,1,0
522113,5061995,1,1,0
522130,5061996,1,1,0
522152,5061997,1,1,0
522179,5061998,1,0,1
522216,5061999,1,0,1
522222,5062000,1,0,1
522230,5062001,1,0,1
522258,5062005,1,1,0
522277,5062006,1,1,0
522324,5062007,1,1,0
522373,5062008,1,0,1
522386,5062011,1,0,1
522406,5062016,1,1,0
522466,5062017,1,0,1
522502,5062019,1,0,0
522551,5062020,1,0,0
522601,5062023,1,1,0
522641,5062024,1,1,0
522692,5062025,1,1,0
522709,5062026,1,1,0
522740,5062027,1,1,0
522772,5062029,1,0,1
522813,5062030,1,0,1
522867,5062031,1,1,0
522905,5062032,1,0,1
522914,5062033,1,0,1
522929,5062034,1,1,0
522950,5062035,1,1,0
522984,5062037,1,1,0
522999,5062038,1,0,1
523004,5062039,1,1,0
523062,5062040,1,1,0
523075,5062041,1,1,0
523085,5062042,1,1,0
523113,5062043,1,1,0
523136,5062044,1,1,0
523172,5062045,1,1,0
523208,5062046,0,1,0
523233,5062051,1,1,0
523274,5062052,1,0,1
523292,5062056,1,0,1
523300,5062057,1,0,1
523308,5062058,1,0,1
523325,5062059,1,1,0
523352,5062060,1,1,0
523384,5062062,1,0,1
523395,5062063,1,1,0
523421,5062064,1,1,0
523434,5062065,1,0,1
523449,5062066,1,1,0
523471,5062067,1,1,0
523524,5062068,1,1,0
523526,5062069,1,1,0
523563,5062071,1,1,0
523574,5062072,1,1,0
523581,5062073,1,1,0
523621,5062074,1,0,1
523627,5062075,1,0,1
523648,5062077,1,0,1
523654,5062078,1,1,0
523665,5062079,1,0,0
523678,5062080,1,1,0
523723,5062081,1,1,0
523743,5062082,1,0,1
523752,5062083,1,0,1
523759,5062084,1,1,0
523777,5062085,1,1,0
523795,5062086,1,1,0
523852,5062087,1,0,1
523879,5062088,1,0,1
523892,5062089,1,0,1
523919,5062090,1,0,1
523932,5062091,1,0,1
523954,5062092,1,1,0
523986,5062093,1,0,0
524004,5062094,1,1,0
524006,5062095,1,0,1
524014,5062096,1,1,0
524070,5062098,1,1,0
524124,5062100,1,1,0
524178,5062102,1,1,0
524232,5062103,1,1,0
524285,5062104,1,1,0
524288,5062105,1,1,0
524335,5062106,1,1,0
524382,5062107,1,1,0
524441,5062110,1,1,0
524483,5062111,1,0,1
524502,5062112,1,0,1
524518,5062113,1,1,0
524560,5062114,1,1,0
524605,5062115,1,1,0
524657,5062116,1,0,1
524679,5062117,1,1,0
524724,5062119,1,0,1
524741,5062120,1,1,0
524762,5062121,1,1,0
524765,5062122,1,0,1
524770,5062123,1,0,1
524779,5062124,1,0,0
524790,5062125,1,1,0
524828,5062126,1,1,0
524829,5062127,1,1,0
524867,5062128,1,1,0
524898,5062129,1,0,1
524905,5062130,1,0,1
524915,5062131,1,0,1
524955,5062132,1,1,0
524956,5062136,1,0,1
525005,5062137,1,1,0
525057,5062138,1,0,1
525065,5062139,1,0,1
525073,5062140,1,1,0
525115,5062141,1,0,1
525151,5062142,1,0,1
525187,5062143,1,0,1
525214,5062144,1,1,0
525256,5062145,1,0,1
525308,5062146,1,0,1
525333,5062149,1,0,0
525349,5062150,1,0,1
525370,5062151,1,0,1
525383,5062153,1,0,0
525401,5062154,1,0,0
525411,5062155,1,1,0
525430,5062156,1,1,0
525463,5062157,1,0,1
525514,5062159,1,0,1
525532,5062160,1,0,1
525562,5062161,1,0,1
525592,5062162,1,0,1
525603,5062163,1,0,1
525624,5062165,1,1,0
525680,5062166,1,1,0
525724,5062167,1,1,0
525776,5062168,1,0,1
525826,5062169,1,1,0
525854,5062170,1,1,0
525912,5062171,1,1,0
525966,5062173,1,1,0
526011,5062174,1,0,1
526019,5062175,1,0,1
526043,5062176,1,1,0
526053,5062177,1,0,1
526070,5062178,1,0,1
526093,5062181,1,1,0
526105,5062182,1,1,0
526139,5062183,1,1,0
526165,5062184,1,1,0
526191,5062185,1,1,0
526217,5062186,1,1,0
526243,5062187,1,1,0
526275,5062188,1,1,0
526322,5062189,1,0,1
526380,5062190,1,1,0
526439,5062195,1,1,0
526497,5062197,1,1,0
526530,5062198,1,1,0
526579,5062199,1,1,0
526616,5062201,1,1,0
526674,5062205,1,1,0
526707,5062206,1,0,1
526730,5062208,1,1,0
526779,5062209,1,0,1
526824,5062210,1,0,1
526833,5062211,1,0,1
526846,5062212,1,1,0
526905,5062213,1,1,0
526949,5062214,1,0,1
526971,5062215,1,1,0
527031,5062217,1,0,1
527058,5062218,1,0,1
527085,5062219,1,1,0
527113,5062220,1,0,1
527120,5062221,1,1,0
527158,5062222,1,1,0
527197,5062223,1,0,1
527234,5062224,1,1,0
527263,5062225,1,1,0
527281,5062226,1,1,0
527301,5062227,1,1,0
527335,5062232,1,1,0
527371,5062233,1,1,0
527413,5062234,1,0,1
527466,5062236,1,1,0
527524,5062237,1,1,0
527566,5062240,1,1,0
527600,5062241,1,1,0
527636,5062242,1,1,0
527676,5062243,1,1,0
527710,5062244,1,0,1
527740,5062245,1,1,0
527742,5062246,1,0,1
527759,5062247,1,0,0
527782,5062248,1,1,0
527808,5062249,1,1,0
527839,5062250,1,1,0
527874,5062251,1,1,0
527909,5062252,1,1,0
527966,5062254,1,1,0
528022,5062255,1,1,0
528041,5062256,1,1,0
528062,5062257,1,1,0
528097,5062259,1,1,0
528109,5062260,1,1,0
528146,5062265,1,0,1
528178,5062266,1,0,1
528225,5062267,1,0,1
528272,5062268,1,0,1
528280,5062270,1,1,0
528338,5062271,1,0,1
528346,5062272,1,0,1
528363,5062273,1,1,0
528393,5062274,0,1,0
528427,5062278,1,0,1
528474,5062279,1,1,0
528492,5062280,1,1,0
528530,5062281,1,0,1
528546,5062282,1,0,1
528565,5062283,1,1,0
528570,5062284,1,1,0
528588,5062285,1,1,0
528610,5062286,1,0,1
528624,5062287,1,0,1
528650,5062288,1,1,0
528663,5062290,1,1,0
528684,5062291,1,1,0
528731,5062292,1,1,0
528761,5062293,1,1,0
528819,5062294,1,1,0
528878,5062295,1,1,0
528885,5062296,1,1,0
528888,5062297,1,1,0
528926,5062298,1,1,0
528960,5062299,1,1,0
528992,5062300,1,1,0
529019,5062301,1,1,0
529040,5062302,1,0,1
529046,5062303,1,0,1
529058,5062304,1,1,0
529074,5062305,1,1,0
529112,5062306,1,1,0
529150,5062307,1,1,0
529181,5062308,1,1,0
529216,5062309,1,0,1
529246,5062310,1,0,0
529253,5062311,1,1,0
529254,5062312,1,1,0
529256,5062313,1,1,0
529258,5062314,1,1,0
529261,5062315,1,0,0
529271,5062316,1,1,0
529302,5062317,1,0,1
529307,5062318,1,0,0
529318,5062319,1,0,0
529337,5062320,1,1,0
529361,5062321,1,1,0
529393,5062322,1,1,0
529434,5062323,1,1,0
529494,5062326,1,1,0
529517,5062327,1,0,1
529528,5062328,1,1,0
529565,5062329,1,1,0
529615,5062330,1,0,0
529625,5062331,1,1,0
529660,5062332,1,1,0
529710,5062333,1,1,0
529742,5062334,1,1,0
529763,5062335,1,0,1
529774,5062336,1,1,0
529813,5062337,1,1,0
529863,5062338,1,1,0
529913,5062339,1,1,0
529949,5062341,1,1,0
529970,5062342,1,0,0
529983,5062343,1,1,0
529992,5062345,1,1,0
530020,5062346,1,0,1
530034,5062347,1,0,1
530057,5062348,1,0,1
530084,5062349,1,0,1
530092,5062350,1,0,0
530131,5062351,1,0,1
530136,5062353,1,0,1
530150,5062356,1,1,0
530175,5062358,1,0,1
530233,5062359,1,0,1
530262,5062362,1,1,0
530285,5062363,1,1,0
530316,5062364,1,0,1
530349,5062365,1,0,1
530368,5062366,1,0,1
530393,5062367,1,1,0
530446,5062368,1,0,1
530454,5062369,1,1,0
530472,5062370,1,1,0
530503,5062371,1,1,0
530551,5062374,1,0,1
530555,5062375,1,0,1
530568,5062380,1,1,0
530574,5062381,1,1,0
530597,5062382,1,1,0
530613,5062387,1,1,0
530616,5062388,1,1,0
530627,5062389,1,0,0
530645,5062390,1,0,1
530665,5062391,1,1,0
530702,5062392,1,1,0
530747,5062394,1,1,0
530749,5062396,1,1,0
530766,5062397,1,1,0
530790,5062398,1,0,1
530814,5062399,1,0,1
530819,5062400,1,1,0
530869,5062401,1,1,0
530895,5062402,1,1,0
530921,5062403,1,1,0
530972,5062404,1,0,1
530989,5062405,1,1,0
531040,5062406,1,1,0
531087,5062407,1,1,0
531106,5062408,1,1,0
531134,5062409,1,1,0
531169,5062410,1,1,0
531228,5062411,1,0,1
531251,5062413,1,0,1
531257,5062414,1,1,0
531272,5062415,1,1,0
531303,5062416,1,1,0
531345,5062417,1,1,0
531405,5062418,1,1,0
531424,5062419,1,1,0
531454,5062420,1,1,0
531487,5062421,1,1,0
531548,5062424,1,0,1
531587,5062425,1,1,0
531626,5062426,1,1,0
531677,5062427,1,0,1
531691,5062428,1,1,0
531722,5062435,1,1,0
531767,5062436,1,1,0
531796,5062438,1,0,1
531806,5062439,1,0,1
531843,5062440,1,1,0
531879,5062441,1,1,0
531918,5062443,1,1,0
531963,5062444,1,1,0
532019,5062445,1,1,0
532064,5062446,1,1,0
532081,5062447,1,1,0
532115,5062448,1,1,0
532152,5062451,1,1,0
532155,5062452,1,0,1
532162,5062453,1,1,0
532200,5062454,1,1,0
532260,5062456,1,1,0
532296,5062457,1,0,0
532309,5062458,1,0,1
532329,5062459,1,0,0
532361,5062460,1,0,1
532398,5062461,1,0,0
532414,5062462,1,1,0
532450,5062465,1,1,0
532474,5062466,1,1,0
