OCCUPATION_TYPE,DAYS_BIRTH_CATEGORIZED,AMT_INCOME_TOTAL_CATEGORIZED,FLAG_EMAIL,NAME_FAMILY_STATUS,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,CNT_FAM_MEMBERS_CATEGORIZED,GOOD_BAD,Unnamed: 0_x,ID,Unnamed: 0_y,NUMBER_OF_RECORDS,cumsum,Percentage
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,Commercial associate,2+1,1,199,199,199,199,263,75.66539923954373
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,Commercial associate,2+2,0,308,308,308,308,943,32.66171792152704
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,Commercial associate,2+2,1,635,635,635,635,943,67.33828207847296
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,475,475,475,475,1855,25.60646900269542
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,1380,1380,1380,1380,1855,74.39353099730458
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,State servant,2+1,1,157,157,157,157,157,100.0
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,State servant,couple,1,100,100,100,100,100,100.0
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,Working,2+1,0,310,310,310,310,1829,16.94915254237288
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,Working,2+1,1,1519,1519,1519,1519,1829,83.05084745762711
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,Working,2+2,0,354,354,354,354,900,39.33333333333333
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,Working,2+2,1,546,546,546,546,900,60.66666666666667
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,Working,couple,0,558,558,558,558,2705,20.628465804066543
Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,Working,couple,1,2147,2147,2147,2147,2705,79.37153419593346
Laborers,under 50ties,very high income,0,Separated,Higher education,Working,1 person household,0,16,16,16,16,96,16.666666666666664
Laborers,under 50ties,very high income,0,Separated,Higher education,Working,1 person household,1,80,80,80,80,96,83.33333333333334
Laborers,under 50ties,very high income,0,Separated,Secondary / secondary special,Commercial associate,1 person household,0,5,5,5,5,44,11.363636363636363
Laborers,under 50ties,very high income,0,Separated,Secondary / secondary special,Commercial associate,1 person household,1,39,39,39,39,44,88.63636363636364
Laborers,under 50ties,very high income,0,Separated,Secondary / secondary special,Commercial associate,couple,1,26,26,26,26,26,100.0
Laborers,under 50ties,very high income,0,Separated,Secondary / secondary special,Working,1 person household,0,177,177,177,177,581,30.46471600688468
Laborers,under 50ties,very high income,0,Separated,Secondary / secondary special,Working,1 person household,1,404,404,404,404,581,69.53528399311531
Laborers,under 50ties,very high income,0,Separated,Secondary / secondary special,Working,couple,0,16,16,16,16,60,26.666666666666668
Laborers,under 50ties,very high income,0,Separated,Secondary / secondary special,Working,couple,1,44,44,44,44,60,73.33333333333333
Laborers,under 50ties,very high income,0,Single / not married,Higher education,Working,1 person household,0,78,78,78,78,329,23.70820668693009
Laborers,under 50ties,very high income,0,Single / not married,Higher education,Working,1 person household,1,251,251,251,251,329,76.29179331306992
Laborers,under 50ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,49,49,49,49,994,4.929577464788732
Laborers,under 50ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,945,945,945,945,994,95.07042253521126
Laborers,under 50ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,couple,1,165,165,165,165,165,100.0
Laborers,under 50ties,very high income,0,Single / not married,Secondary / secondary special,Pensioner,1 person household,1,31,31,31,31,31,100.0
Laborers,under 50ties,very high income,0,Single / not married,Secondary / secondary special,State servant,1 person household,0,61,61,61,61,176,34.659090909090914
Laborers,under 50ties,very high income,0,Single / not married,Secondary / secondary special,State servant,1 person household,1,115,115,115,115,176,65.3409090909091
Laborers,under 50ties,very high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,197,197,197,197,308,63.961038961038966
Laborers,under 50ties,very high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,111,111,111,111,308,36.038961038961034
Laborers,under 50ties,very high income,0,Single / not married,Secondary / secondary special,Working,couple,1,242,242,242,242,242,100.0
Laborers,under 50ties,very high income,0,Widow,Higher education,Commercial associate,1 person household,1,37,37,37,37,37,100.0
Laborers,under 50ties,very high income,0,Widow,Secondary / secondary special,Working,1 person household,0,8,8,8,8,52,15.384615384615385
Laborers,under 50ties,very high income,0,Widow,Secondary / secondary special,Working,1 person household,1,44,44,44,44,52,84.61538461538461
Laborers,under 50ties,very high income,1,Civil marriage,Secondary / secondary special,Working,2+1,1,172,172,172,172,172,100.0
Laborers,under 50ties,very high income,1,Married,Higher education,Commercial associate,2+1,1,200,200,200,200,200,100.0
Laborers,under 50ties,very high income,1,Married,Secondary / secondary special,Commercial associate,couple,0,10,10,10,10,311,3.215434083601286
Laborers,under 50ties,very high income,1,Married,Secondary / secondary special,Commercial associate,couple,1,301,301,301,301,311,96.78456591639872
Laborers,under 50ties,very high income,1,Married,Secondary / secondary special,State servant,2+1,0,94,94,94,94,94,100.0
Laborers,under 50ties,very high income,1,Married,Secondary / secondary special,Working,2+1,0,14,14,14,14,148,9.45945945945946
Laborers,under 50ties,very high income,1,Married,Secondary / secondary special,Working,2+1,1,134,134,134,134,148,90.54054054054053
Laborers,under 50ties,very high income,1,Separated,Higher education,Commercial associate,couple,0,24,24,24,24,202,11.881188118811881
Laborers,under 50ties,very high income,1,Separated,Higher education,Commercial associate,couple,1,178,178,178,178,202,88.11881188118812
Laborers,under 50ties,very high income,1,Separated,Secondary / secondary special,Commercial associate,1 person household,0,36,36,36,36,141,25.53191489361702
Laborers,under 50ties,very high income,1,Separated,Secondary / secondary special,Commercial associate,1 person household,1,105,105,105,105,141,74.46808510638297
Laborers,under 50ties,very high income,1,Single / not married,Higher education,Commercial associate,1 person household,0,86,86,86,86,165,52.121212121212125
Laborers,under 50ties,very high income,1,Single / not married,Higher education,Commercial associate,1 person household,1,79,79,79,79,165,47.878787878787875
Laborers,under 50ties,very low income,0,Civil marriage,Secondary / secondary special,Working,couple,1,36,36,36,36,36,100.0
Laborers,under 60ties,high income,0,Civil marriage,Higher education,Commercial associate,couple,0,4,4,4,4,4,100.0
Laborers,under 60ties,high income,0,Civil marriage,Higher education,Working,couple,0,20,20,20,20,136,14.705882352941178
Laborers,under 60ties,high income,0,Civil marriage,Higher education,Working,couple,1,116,116,116,116,136,85.29411764705883
Laborers,under 60ties,high income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,0,310,310,310,310,515,60.19417475728155
Laborers,under 60ties,high income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,1,205,205,205,205,515,39.80582524271845
Laborers,under 60ties,high income,0,Civil marriage,Secondary / secondary special,Pensioner,couple,0,21,21,21,21,21,100.0
Laborers,under 60ties,high income,0,Civil marriage,Secondary / secondary special,Working,2+1,1,24,24,24,24,24,100.0
Laborers,under 60ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,0,72,72,72,72,674,10.682492581602373
Laborers,under 60ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,602,602,602,602,674,89.31750741839762
Laborers,under 60ties,high income,0,Married,Higher education,Commercial associate,couple,0,64,64,64,64,64,100.0
Laborers,under 60ties,high income,0,Married,Higher education,Working,2+2,1,84,84,84,84,84,100.0
Laborers,under 60ties,high income,0,Married,Higher education,Working,couple,0,55,55,55,55,443,12.415349887133182
Laborers,under 60ties,high income,0,Married,Higher education,Working,couple,1,388,388,388,388,443,87.58465011286681
Laborers,under 60ties,high income,0,Married,Incomplete higher,Working,couple,0,49,49,49,49,164,29.878048780487802
Laborers,under 60ties,high income,0,Married,Incomplete higher,Working,couple,1,115,115,115,115,164,70.1219512195122
Laborers,under 60ties,high income,0,Married,Lower secondary,State servant,couple,0,6,6,6,6,37,16.216216216216218
Laborers,under 60ties,high income,0,Married,Lower secondary,State servant,couple,1,31,31,31,31,37,83.78378378378379
Laborers,under 60ties,high income,0,Married,Lower secondary,Working,couple,1,29,29,29,29,29,100.0
Laborers,under 60ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,289,289,289,289,1539,18.778427550357375
Laborers,under 60ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,1250,1250,1250,1250,1539,81.22157244964262
Laborers,under 60ties,high income,0,Married,Secondary / secondary special,State servant,couple,0,32,32,32,32,130,24.615384615384617
Laborers,under 60ties,high income,0,Married,Secondary / secondary special,State servant,couple,1,98,98,98,98,130,75.38461538461539
Laborers,under 60ties,high income,0,Married,Secondary / secondary special,Working,2+1,0,188,188,188,188,388,48.45360824742268
Laborers,under 60ties,high income,0,Married,Secondary / secondary special,Working,2+1,1,200,200,200,200,388,51.546391752577314
Laborers,under 60ties,high income,0,Married,Secondary / secondary special,Working,2+2,0,7,7,7,7,205,3.414634146341464
Laborers,under 60ties,high income,0,Married,Secondary / secondary special,Working,2+2,1,198,198,198,198,205,96.58536585365853
Laborers,under 60ties,high income,0,Married,Secondary / secondary special,Working,couple,0,1341,1341,1341,1341,4237,31.649752183148454
Laborers,under 60ties,high income,0,Married,Secondary / secondary special,Working,couple,1,2896,2896,2896,2896,4237,68.35024781685155
Laborers,under 60ties,high income,0,Separated,Secondary / secondary special,Commercial associate,1 person household,1,13,13,13,13,13,100.0
Laborers,under 60ties,high income,0,Separated,Secondary / secondary special,State servant,1 person household,1,42,42,42,42,42,100.0
Laborers,under 60ties,high income,0,Separated,Secondary / secondary special,Working,1 person household,0,335,335,335,335,421,79.57244655581948
Laborers,under 60ties,high income,0,Separated,Secondary / secondary special,Working,1 person household,1,86,86,86,86,421,20.42755344418052
Laborers,under 60ties,high income,0,Single / not married,Higher education,Working,1 person household,0,57,57,57,57,62,91.93548387096774
Laborers,under 60ties,high income,0,Single / not married,Higher education,Working,1 person household,1,5,5,5,5,62,8.064516129032258
Laborers,under 60ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,56,56,56,56,316,17.72151898734177
Laborers,under 60ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,260,260,260,260,316,82.27848101265823
Laborers,under 60ties,high income,0,Single / not married,Secondary / secondary special,State servant,1 person household,0,75,75,75,75,92,81.52173913043478
Laborers,under 60ties,high income,0,Single / not married,Secondary / secondary special,State servant,1 person household,1,17,17,17,17,92,18.478260869565215
Laborers,under 60ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,251,251,251,251,875,28.685714285714287
Laborers,under 60ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,624,624,624,624,875,71.31428571428572
Laborers,under 60ties,high income,0,Widow,Secondary / secondary special,Commercial associate,1 person household,1,197,197,197,197,197,100.0
Laborers,under 60ties,high income,0,Widow,Secondary / secondary special,Working,1 person household,0,106,106,106,106,144,73.61111111111111
Laborers,under 60ties,high income,0,Widow,Secondary / secondary special,Working,1 person household,1,38,38,38,38,144,26.38888888888889
Laborers,under 60ties,high income,1,Civil marriage,Higher education,Commercial associate,couple,1,166,166,166,166,166,100.0
Laborers,under 60ties,high income,1,Separated,Secondary / secondary special,Working,1 person household,0,35,35,35,35,308,11.363636363636363
Laborers,under 60ties,high income,1,Separated,Secondary / secondary special,Working,1 person household,1,273,273,273,273,308,88.63636363636364
Laborers,under 60ties,high income,1,Single / not married,Higher education,Working,1 person household,1,216,216,216,216,216,100.0
Laborers,under 60ties,medium income,0,Civil marriage,Lower secondary,State servant,couple,1,20,20,20,20,20,100.0
Laborers,under 60ties,medium income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,1,66,66,66,66,66,100.0
Laborers,under 60ties,medium income,0,Civil marriage,Secondary / secondary special,Working,2+1,1,2,2,2,2,2,100.0
Laborers,under 60ties,medium income,0,Civil marriage,Secondary / secondary special,Working,couple,1,9,9,9,9,9,100.0
Laborers,under 60ties,medium income,0,Married,Higher education,State servant,couple,0,64,64,64,64,227,28.193832599118945
Laborers,under 60ties,medium income,0,Married,Higher education,State servant,couple,1,163,163,163,163,227,71.80616740088107
Laborers,under 60ties,medium income,0,Married,Higher education,Working,couple,0,86,86,86,86,86,100.0
Laborers,under 60ties,medium income,0,Married,Lower secondary,Working,couple,1,40,40,40,40,40,100.0
Laborers,under 60ties,medium income,0,Married,Secondary / secondary special,Commercial associate,couple,0,230,230,230,230,1023,22.482893450635384
Laborers,under 60ties,medium income,0,Married,Secondary / secondary special,Commercial associate,couple,1,793,793,793,793,1023,77.51710654936461
Laborers,under 60ties,medium income,0,Married,Secondary / secondary special,Working,couple,0,474,474,474,474,1778,26.659167604049493
Laborers,under 60ties,medium income,0,Married,Secondary / secondary special,Working,couple,1,1304,1304,1304,1304,1778,73.3408323959505
Laborers,under 60ties,medium income,0,Separated,Higher education,State servant,1 person household,1,104,104,104,104,104,100.0
Laborers,under 60ties,medium income,0,Separated,Secondary / secondary special,Working,1 person household,0,17,17,17,17,256,6.640625
Laborers,under 60ties,medium income,0,Separated,Secondary / secondary special,Working,1 person household,1,239,239,239,239,256,93.359375
Laborers,under 60ties,medium income,0,Single / not married,Higher education,Working,1 person household,0,14,14,14,14,167,8.383233532934131
Laborers,under 60ties,medium income,0,Single / not married,Higher education,Working,1 person household,1,153,153,153,153,167,91.61676646706587
Laborers,under 60ties,medium income,0,Single / not married,Secondary / secondary special,Commercial associate,couple,0,27,27,27,27,27,100.0
Laborers,under 60ties,medium income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,53,53,53,53,193,27.461139896373055
Laborers,under 60ties,medium income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,140,140,140,140,193,72.53886010362694
Laborers,under 60ties,medium income,1,Married,Secondary / secondary special,Working,couple,1,89,89,89,89,89,100.0
Laborers,under 60ties,medium income,1,Single / not married,Secondary / secondary special,Working,1 person household,0,33,33,33,33,52,63.46153846153846
Laborers,under 60ties,medium income,1,Single / not married,Secondary / secondary special,Working,1 person household,1,19,19,19,19,52,36.53846153846153
Laborers,under 60ties,very high income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,0,22,22,22,22,322,6.832298136645963
Laborers,under 60ties,very high income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,1,300,300,300,300,322,93.16770186335404
Laborers,under 60ties,very high income,0,Civil marriage,Secondary / secondary special,Working,couple,0,44,44,44,44,156,28.205128205128204
Laborers,under 60ties,very high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,112,112,112,112,156,71.7948717948718
Laborers,under 60ties,very high income,0,Married,Higher education,Commercial associate,couple,0,80,80,80,80,128,62.5
Laborers,under 60ties,very high income,0,Married,Higher education,Commercial associate,couple,1,48,48,48,48,128,37.5
Laborers,under 60ties,very high income,0,Married,Higher education,Working,2+1,0,33,33,33,33,89,37.07865168539326
Laborers,under 60ties,very high income,0,Married,Higher education,Working,2+1,1,56,56,56,56,89,62.92134831460674
Laborers,under 60ties,very high income,0,Married,Higher education,Working,couple,0,245,245,245,245,477,51.36268343815513
Laborers,under 60ties,very high income,0,Married,Higher education,Working,couple,1,232,232,232,232,477,48.63731656184486
Laborers,under 60ties,very high income,0,Married,Incomplete higher,Working,couple,0,87,87,87,87,217,40.09216589861751
Laborers,under 60ties,very high income,0,Married,Incomplete higher,Working,couple,1,130,130,130,130,217,59.907834101382484
Laborers,under 60ties,very high income,0,Married,Secondary / secondary special,Commercial associate,2+1,0,42,42,42,42,94,44.680851063829785
Laborers,under 60ties,very high income,0,Married,Secondary / secondary special,Commercial associate,2+1,1,52,52,52,52,94,55.319148936170215
Laborers,under 60ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,88,88,88,88,388,22.68041237113402
Laborers,under 60ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,300,300,300,300,388,77.31958762886599
Laborers,under 60ties,very high income,0,Married,Secondary / secondary special,State servant,couple,0,4,4,4,4,48,8.333333333333332
Laborers,under 60ties,very high income,0,Married,Secondary / secondary special,State servant,couple,1,44,44,44,44,48,91.66666666666666
Laborers,under 60ties,very high income,0,Married,Secondary / secondary special,Working,2+1,0,82,82,82,82,308,26.623376623376622
Laborers,under 60ties,very high income,0,Married,Secondary / secondary special,Working,2+1,1,226,226,226,226,308,73.37662337662337
Laborers,under 60ties,very high income,0,Married,Secondary / secondary special,Working,2+2,0,81,81,81,81,130,62.30769230769231
Laborers,under 60ties,very high income,0,Married,Secondary / secondary special,Working,2+2,1,49,49,49,49,130,37.69230769230769
Laborers,under 60ties,very high income,0,Married,Secondary / secondary special,Working,couple,0,838,838,838,838,4220,19.85781990521327
Laborers,under 60ties,very high income,0,Married,Secondary / secondary special,Working,couple,1,3382,3382,3382,3382,4220,80.14218009478672
Laborers,under 60ties,very high income,0,Separated,Lower secondary,Working,1 person household,0,77,77,77,77,427,18.0327868852459
Laborers,under 60ties,very high income,0,Separated,Lower secondary,Working,1 person household,1,350,350,350,350,427,81.9672131147541
Laborers,under 60ties,very high income,0,Separated,Secondary / secondary special,Working,1 person household,0,62,62,62,62,345,17.971014492753625
Laborers,under 60ties,very high income,0,Separated,Secondary / secondary special,Working,1 person household,1,283,283,283,283,345,82.02898550724638
Laborers,under 60ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,69,69,69,69,142,48.59154929577465
Laborers,under 60ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,73,73,73,73,142,51.40845070422535
Laborers,under 60ties,very high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,133,133,133,133,226,58.849557522123895
Laborers,under 60ties,very high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,93,93,93,93,226,41.150442477876105
Laborers,under 60ties,very high income,0,Widow,Higher education,Commercial associate,1 person household,0,71,71,71,71,165,43.03030303030303
Laborers,under 60ties,very high income,0,Widow,Higher education,Commercial associate,1 person household,1,94,94,94,94,165,56.96969696969697
Laborers,under 60ties,very high income,0,Widow,Secondary / secondary special,Working,1 person household,1,48,48,48,48,48,100.0
Laborers,under 60ties,very high income,1,Civil marriage,Secondary / secondary special,Working,couple,0,9,9,9,9,74,12.162162162162163
Laborers,under 60ties,very high income,1,Civil marriage,Secondary / secondary special,Working,couple,1,65,65,65,65,74,87.83783783783784
Laborers,under 60ties,very high income,1,Married,Higher education,Commercial associate,couple,0,10,10,10,10,10,100.0
Laborers,under 60ties,very high income,1,Married,Higher education,Working,couple,1,30,30,30,30,30,100.0
Laborers,under 60ties,very high income,1,Married,Secondary / secondary special,Commercial associate,couple,0,22,22,22,22,51,43.13725490196079
Laborers,under 60ties,very high income,1,Married,Secondary / secondary special,Commercial associate,couple,1,29,29,29,29,51,56.86274509803921
Laborers,under 60ties,very high income,1,Married,Secondary / secondary special,Working,couple,0,76,76,76,76,413,18.401937046004843
Laborers,under 60ties,very high income,1,Married,Secondary / secondary special,Working,couple,1,337,337,337,337,413,81.59806295399515
Laborers,under 60ties,very high income,1,Separated,Secondary / secondary special,Working,1 person household,0,35,35,35,35,70,50.0
Laborers,under 60ties,very high income,1,Separated,Secondary / secondary special,Working,1 person household,1,35,35,35,35,70,50.0
Laborers,under 60ties,very high income,1,Single / not married,Secondary / secondary special,Working,1 person household,1,49,49,49,49,49,100.0
Laborers,under 60ties,very low income,0,Married,Secondary / secondary special,Working,couple,0,11,11,11,11,11,100.0
Laborers,under 60ties,very low income,0,Single / not married,Higher education,Working,couple,1,14,14,14,14,14,100.0
Low-skill Laborers,over 60ties,high income,1,Married,Secondary / secondary special,Working,couple,0,27,27,27,27,138,19.565217391304348
Low-skill Laborers,over 60ties,high income,1,Married,Secondary / secondary special,Working,couple,1,111,111,111,111,138,80.43478260869566
Low-skill Laborers,under 30ties,high income,0,Civil marriage,Lower secondary,Working,couple,1,38,38,38,38,38,100.0
Low-skill Laborers,under 30ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,0,10,10,10,10,10,100.0
Low-skill Laborers,under 30ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,25,25,25,25,25,100.0
Low-skill Laborers,under 30ties,high income,0,Married,Secondary / secondary special,Working,couple,0,11,11,11,11,54,20.37037037037037
Low-skill Laborers,under 30ties,high income,0,Married,Secondary / secondary special,Working,couple,1,43,43,43,43,54,79.62962962962963
Low-skill Laborers,under 30ties,high income,1,Married,Secondary / secondary special,Working,couple,0,31,31,31,31,31,100.0
Low-skill Laborers,under 30ties,high income,1,Single / not married,Higher education,Commercial associate,1 person household,1,35,35,35,35,35,100.0
Low-skill Laborers,under 30ties,medium income,0,Civil marriage,Secondary / secondary special,Working,couple,0,17,17,17,17,37,45.94594594594595
Low-skill Laborers,under 30ties,medium income,0,Civil marriage,Secondary / secondary special,Working,couple,1,20,20,20,20,37,54.054054054054056
Low-skill Laborers,under 30ties,very high income,0,Married,Secondary / secondary special,Commercial associate,2+2,1,20,20,20,20,20,100.0
Low-skill Laborers,under 40ties,high income,0,Civil marriage,Incomplete higher,Working,couple,0,24,24,24,24,52,46.15384615384615
Low-skill Laborers,under 40ties,high income,0,Civil marriage,Incomplete higher,Working,couple,1,28,28,28,28,52,53.84615384615385
Low-skill Laborers,under 40ties,high income,0,Civil marriage,Secondary / secondary special,Working,2+1,0,43,43,43,43,43,100.0
Low-skill Laborers,under 40ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,0,20,20,20,20,140,14.285714285714285
Low-skill Laborers,under 40ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,120,120,120,120,140,85.71428571428571
Low-skill Laborers,under 40ties,high income,0,Married,Higher education,Working,2+2,0,13,13,13,13,99,13.131313131313133
Low-skill Laborers,under 40ties,high income,0,Married,Higher education,Working,2+2,1,86,86,86,86,99,86.86868686868688
Low-skill Laborers,under 40ties,high income,0,Married,Lower secondary,Working,2+1,1,29,29,29,29,29,100.0
Low-skill Laborers,under 40ties,high income,0,Married,Secondary / secondary special,Working,2+1,0,96,96,96,96,133,72.18045112781954
Low-skill Laborers,under 40ties,high income,0,Married,Secondary / secondary special,Working,2+1,1,37,37,37,37,133,27.819548872180448
Low-skill Laborers,under 40ties,high income,0,Married,Secondary / secondary special,Working,couple,1,15,15,15,15,15,100.0
Low-skill Laborers,under 40ties,high income,0,Single / not married,Secondary / secondary special,Working,couple,0,7,7,7,7,7,100.0
Low-skill Laborers,under 40ties,medium income,0,Civil marriage,Secondary / secondary special,Working,couple,1,194,194,194,194,194,100.0
Low-skill Laborers,under 40ties,medium income,0,Married,Secondary / secondary special,Working,2+2,1,53,53,53,53,53,100.0
Low-skill Laborers,under 40ties,medium income,0,Single / not married,Higher education,Working,2+1,1,80,80,80,80,80,100.0
Low-skill Laborers,under 40ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,12,12,12,12,212,5.660377358490567
Low-skill Laborers,under 40ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,200,200,200,200,212,94.33962264150944
Low-skill Laborers,under 40ties,very high income,0,Married,Secondary / secondary special,Working,2+1,0,32,32,32,32,142,22.535211267605636
Low-skill Laborers,under 40ties,very high income,0,Married,Secondary / secondary special,Working,2+1,1,110,110,110,110,142,77.46478873239437
Low-skill Laborers,under 40ties,very low income,0,Married,Lower secondary,Working,couple,1,56,56,56,56,56,100.0
Low-skill Laborers,under 50ties,high income,0,Civil marriage,Secondary / secondary special,Commercial associate,2+1,0,16,16,16,16,16,100.0
Low-skill Laborers,under 50ties,high income,0,Married,Secondary / secondary special,Commercial associate,2+1,0,18,18,18,18,80,22.5
Low-skill Laborers,under 50ties,high income,0,Married,Secondary / secondary special,Commercial associate,2+1,1,62,62,62,62,80,77.5
Low-skill Laborers,under 50ties,high income,0,Married,Secondary / secondary special,Working,2+1,1,172,172,172,172,172,100.0
Low-skill Laborers,under 50ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,2+1,0,41,41,41,41,41,100.0
Low-skill Laborers,under 50ties,high income,0,Single / not married,Secondary / secondary special,Pensioner,2+1,0,13,13,13,13,13,100.0
Low-skill Laborers,under 50ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,34,34,34,34,69,49.275362318840585
Low-skill Laborers,under 50ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,35,35,35,35,69,50.72463768115942
Low-skill Laborers,under 50ties,high income,0,Single / not married,Secondary / secondary special,Working,couple,0,8,8,8,8,51,15.686274509803921
Low-skill Laborers,under 50ties,high income,0,Single / not married,Secondary / secondary special,Working,couple,1,43,43,43,43,51,84.31372549019608
Low-skill Laborers,under 50ties,medium income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,0,18,18,18,18,153,11.76470588235294
Low-skill Laborers,under 50ties,medium income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,1,135,135,135,135,153,88.23529411764706
Low-skill Laborers,under 50ties,medium income,0,Civil marriage,Secondary / secondary special,Working,couple,0,138,138,138,138,287,48.08362369337979
Low-skill Laborers,under 50ties,medium income,0,Civil marriage,Secondary / secondary special,Working,couple,1,149,149,149,149,287,51.91637630662021
Low-skill Laborers,under 50ties,medium income,0,Married,Secondary / secondary special,Commercial associate,2+2,0,9,9,9,9,186,4.838709677419355
Low-skill Laborers,under 50ties,medium income,0,Married,Secondary / secondary special,Commercial associate,2+2,1,177,177,177,177,186,95.16129032258065
Low-skill Laborers,under 50ties,medium income,0,Married,Secondary / secondary special,Working,2+1,0,19,19,19,19,19,100.0
Low-skill Laborers,under 50ties,medium income,0,Married,Secondary / secondary special,Working,couple,1,191,191,191,191,191,100.0
Low-skill Laborers,under 50ties,medium income,0,Separated,Secondary / secondary special,Working,1 person household,1,4,4,4,4,4,100.0
Low-skill Laborers,under 50ties,medium income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,197,197,197,197,197,100.0
Low-skill Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,State servant,couple,0,40,40,40,40,40,100.0
Low-skill Laborers,under 50ties,very high income,0,Married,Secondary / secondary special,Working,couple,0,6,6,6,6,6,100.0
Low-skill Laborers,under 60ties,high income,0,Married,Secondary / secondary special,Working,couple,0,69,69,69,69,400,17.25
Low-skill Laborers,under 60ties,high income,0,Married,Secondary / secondary special,Working,couple,1,331,331,331,331,400,82.75
Low-skill Laborers,under 60ties,medium income,0,Married,Secondary / secondary special,Working,couple,1,55,55,55,55,55,100.0
Managers,over 60ties,high income,0,Married,Higher education,State servant,couple,0,87,87,87,87,192,45.3125
Managers,over 60ties,high income,0,Married,Higher education,State servant,couple,1,105,105,105,105,192,54.6875
Managers,over 60ties,high income,0,Married,Higher education,Working,couple,0,4,4,4,4,4,100.0
Managers,over 60ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,59,59,59,59,59,100.0
Managers,over 60ties,high income,0,Married,Secondary / secondary special,Working,couple,0,74,74,74,74,270,27.40740740740741
Managers,over 60ties,high income,0,Married,Secondary / secondary special,Working,couple,1,196,196,196,196,270,72.5925925925926
Managers,over 60ties,medium income,0,Married,Secondary / secondary special,Working,couple,0,9,9,9,9,9,100.0
Managers,over 60ties,very high income,0,Married,Higher education,Working,couple,0,179,179,179,179,565,31.68141592920354
Managers,over 60ties,very high income,0,Married,Higher education,Working,couple,1,386,386,386,386,565,68.31858407079646
Managers,over 60ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,29,29,29,29,194,14.948453608247423
Managers,over 60ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,165,165,165,165,194,85.05154639175258
Managers,over 60ties,very high income,0,Separated,Higher education,Commercial associate,1 person household,1,56,56,56,56,56,100.0
Managers,over 60ties,very high income,0,Single / not married,Higher education,Commercial associate,2+2,0,12,12,12,12,17,70.58823529411765
